country_code,postal_code,latitude,longitude,region_id
PAK,17131,36.0224,71.5141,NWFP Peshawar::Murdan||Paira Baig||Mogh||Gobor||Bagushit||Birzin
PAK,17140,35.859,71.7843,NWFP Peshawar::Para Beg
PAK,17200,34.21,71.8258,NWFP Peshawar::Chitral
PAK,17201,35.2792,72.3454,NWFP Peshawar::Barenis||Kesu||Sangor||Faiz Abad||Shughur||Mori||Chamar Ron||Bakerabad||Arkari||Denin||Pareet||Karimabad||Kari||Jagor||Kalashfi||Khasgram||Mada Shel||Mori Lasht||Mustajaban Deh
PAK,17210,35.233,72.1418,NWFP Peshawar::Ayun
PAK,17211,35.233,72.1418,NWFP Peshawar::Bamborat
PAK,17220,35.5592,71.7956,NWFP Peshawar::Drosh
PAK,17221,35.2094,72.6286,NWFP Peshawar::Kalas||Saweer||Madak Lasht||Birga Nisar||Ursoon||Jing Reet||Azardam||Taar
PAK,17230,35.233,72.1418,NWFP Peshawar::Broz
PAK,17234,35.233,72.1418,NWFP Peshawar::Sair Door
PAK,17240,35.4,73.8,NWFP Peshawar::Nagar
PAK,17250,35.3103,71.55,NWFP Peshawar::Arandu
PAK,17260,35.4797,72.0189,NWFP Peshawar::Ashrait
PAK,17261,35.4686,71.7303,NWFP Peshawar::Mirkhani
PAK,17501,33.7431,73.8639,NWFP Peshawar::Charun||Mara Gram||Parwak
PAK,18000,32.5314,69.8897,NWFP Peshawar::Dir
PAK,18001,34.4927,71.6167,NWFP Peshawar::Bela||Beyar||Patrak||Thall||Barikot||Kalkot||Jan Batti||Ganori||Chukyatan||Sawni||Qualandi
PAK,18050,34.1658,71.3288,NWFP Peshawar::Sharingal||Shiringal Edso
PAK,18051,34.1658,71.3288,NWFP Peshawar::Biar Darangal
PAK,18100,35.0315,72.2849,NWFP Peshawar::Barawal Bandi Edso
PAK,18150,35.1025,71.9881,NWFP Peshawar::Darora
PAK,18151,35.0078,72.3838,NWFP Peshawar::Tarpatar||Almas||Sera||Usheri Dara||Gamseer||Gandegar||Bibyour
PAK,18200,33.015,72.6911,NWFP Peshawar::Wari
PAK,18201,34.0417,73.2101,NWFP Peshawar::Jelar||Jagam||Patan||Jogabanj||Sahibabad Edso
PAK,18250,32.7386,70.7539,NWFP Peshawar::Khall
PAK,18251,27.7833,67.6167,NWFP Peshawar::Seer||Akhagram||Toormang||Shin Khyari||Shekolai||Doryal
PAK,18300,34.7393,72.2486,NWFP Peshawar::Timergara
PAK,18301,34.7393,72.2486,NWFP Peshawar::Hajiabad||Sado||Latbook Dara||Rabat||Koto||Haya Serai||Munjai||College||Malakand Dara||Rehanpur||Manda Banda||Sher Khane||Sangolai||Khungi||Odi Gram||Kandar Bala||Danwaa
PAK,18350,34.6047,71.965,NWFP Peshawar::Lal Qilla
PAK,18351,34.6047,71.965,NWFP Peshawar::Gumbat Banda||Dara Manial||Akakher||Maidan Bandi||Bashigram
PAK,18400,34.1922,71.7247,NWFP Peshawar::Dara Manyali
PAK,18450,34.1922,71.7247,NWFP Peshawar::Zaimdara
PAK,18500,33.5508,70.3194,NWFP Peshawar::Munda
PAK,18501,34.255,71.5385,NWFP Peshawar::Gardai||Takor||Khazana||Shul Kandi
PAK,18550,34.9581,71.5839,NWFP Peshawar::Mayar Jandol
PAK,18551,34.9581,71.5839,NWFP Peshawar::Miskinai||Barikab
PAK,18600,34.9714,71.6664,NWFP Peshawar::Samar Bagh
PAK,18601,34.9714,71.6664,NWFP Peshawar::Tangi Payeen||Shuntala||Kambat
PAK,18650,34.7853,71.5858,NWFP Peshawar::Khar Bajaur
PAK,18651,34.7853,71.5858,NWFP Peshawar::Raghagan||Loy Sum||Inayat Killi||Turkhomalan Gai||Nawa Gai
PAK,18700,30.3797,67.7272,NWFP Peshawar::Ziarat
PAK,18701,34.5564,71.5997,NWFP Peshawar::Bandagai||Seri Payan||Shamshi Khan||Seri Bala||Bagh Dushkhel
PAK,18750,34.5564,71.5997,NWFP Peshawar::Ouch
PAK,18751,34.5564,71.5997,NWFP Peshawar::Koti Gram
PAK,18800,34.6572,72.0353,NWFP Peshawar::Chakdara
PAK,18801,34.7331,72.0706,NWFP Peshawar::Khanpur||Tazagram||Adam Dheri||Shewa||Aspanr||Kithyari
PAK,19010,35.2097,72.5481,NWFP Peshawar::Bahrain
PAK,19011,35.5108,72.6242,NWFP Peshawar::Chamgarhi||Kalam||Utror||Usho
PAK,19020,35.1403,72.5372,NWFP Peshawar::Madyan
PAK,19021,34.6663,72.2474,NWFP Peshawar::Chail||Qandil
PAK,19030,31.1667,71.2167,NWFP Peshawar::Fatehpur
PAK,19031,35.0233,72.4731,NWFP Peshawar::Shin||Mian Adam
PAK,19040,31.5944,72.3997,NWFP Peshawar::Matta
PAK,19041,35.0487,72.3003,NWFP Peshawar::Labat||Biha||Nalkot||Gurra||Gat||Roringar||Baidara||Barsherpalam||Barthana||Chupriyal||Shower||Sijban||Shanguatai||Koz Shower
PAK,19050,35.0751,72.4468,NWFP Peshawar::Bara Drush Khela
PAK,19051,35.075,72.4468,NWFP Peshawar::Nokhara||Kalakot||Rahatkot||Sakhra
PAK,19060,35.0428,72.3777,NWFP Peshawar::Kabal
PAK,19061,35.0428,72.3777,NWFP Peshawar::Sersenai||Aligrama
PAK,19070,34.8644,72.2533,NWFP Peshawar::Devlai
PAK,19071,34.9069,72.2366,NWFP Peshawar::Kalakelley||Dardyal||Saluch||Shalhand||Caluch||Shah Dheri||Tootano Bandi
PAK,19100,34.9203,72.6319,NWFP Peshawar::Alpurai
